distance_0,distance_1,distance_2,Vol,Err
2.1084042164307735,2.2353163536220837,2.545549551037045,8.210661238377455,0.014040786286868098
2.144653236331646,2.456846161570785,2.631247718759079,7.471243638377459,0.01410192559517215
3.2442299571923088,3.5551286020637174,3.7129327221291355,1.0184436383774589,0.014303775483081219
2.1678831847571893,2.769482421748743,3.3032300584584604,5.698059638377458,0.014216168488934242
2.9212320618123195,2.9604365492921993,3.168552069467648,3.6208756383774556,0.014292992873017885
2.5973540075566777,3.2673847924682202,3.4304082394877287,3.373541238377456,0.014298092526147593
2.013395971131579,2.0809918766920004,2.8786169617674187,8.31486603837746,0.014031522116879623
2.7865680490635683,2.8156388031090978,3.142686820792492,4.482328438377458,0.014268524164366825
2.7056900493541454,2.909794970805606,3.0131467585632543,4.479870838377458,0.014268608824918975
2.78874320344297,3.1771120124667243,3.3203507569068935,3.2615924383774555,0.014300118876675564
2.6104019736019644,2.7323319290928865,3.186428681407094,5.061784438377458,0.014246182045383977
2.4976350296769394,3.5570817135410615,3.651906394462597,2.9050612383774563,0.014305402887516843
3.1306578900632243,3.600843659012274,3.744103554615079,1.1494388383774563,0.014305496197050334
2.1811122594932795,2.2322560175711006,3.3926336490067692,6.95953803837746,0.014139554586059434
2.5462906076402976,2.802656598717308,3.4952742207436933,4.515122038377456,0.01426738632455898
2.2869790888998596,3.061006465423837,3.214643906512636,5.15449483837746,0.014242166607936077
2.992687260560514,3.09318012875637,3.3343484341056446,2.904088438377457,0.0143054148712325
2.4487924785961637,2.68974766312516,3.341311757142485,5.318168438377455,0.014234780083454749
2.4215133722162716,3.0869529587062017,3.314569582573587,4.461925238377454,0.014269224442105197
2.220502447598886,2.3079774015275794,3.724002399182001,6.58420363837746,0.014164741522567031
2.5116871711149966,2.861104976958622,3.641750403315403,4.218341238377455,0.014277131683895812
3.051914864892536,3.1337192606585784,3.3208503244910657,2.7295860383774553,0.01430735034651676
3.0227919436608612,3.327353902141928,3.5445587160798246,2.0453748383774553,0.014310831696536599
2.7284952364989694,3.2955212596877126,3.708943033059961,2.633918838377454,0.014308230679512571
2.133727395929772,2.8818216086964537,3.482628355908705,5.402213238377456,0.014230839387936896
2.745392088806234,2.835139107298873,3.127351084137757,4.34082443837746,0.014273260093437826
2.8381308705776385,3.4023221463841193,3.6023933961005015,2.269234038377455,0.014310412918143436
2.038274750276749,2.4060478392964186,3.11253113087562,7.147979638377457,0.014126140166232435
2.108827701809766,2.5449846442568855,3.5362629957349037,6.455179638377459,0.014172930244455071
2.595104790946475,3.1154496416036235,3.4928714137698273,3.5669620383774543,0.014294177596256561
3.2041898259371466,3.2126631045154657,3.3325777274137756,2.2111476383774544,0.01431058886985661
2.960520294221452,3.232786345072622,3.7744688862855003,2.1211636383774604,0.014310768335345864
3.3686513305128507,3.627674579513277,3.7194728453930157,0.6910580383774558,0.014298424639253009
2.197588584049186,2.726791883119557,2.941021101264673,6.246821238377457,0.0141856485378161
2.733894250043852,3.1375296446453462,3.7227738105466317,2.9420148383774603,0.01430493785913655
2.1178104567789346,3.245443352196063,3.5647676664093533,4.634699638377455,0.014263108827815195
2.4257144057638924,2.56912028713092,3.2779403895991766,5.876312438377454,0.014206726850316395
2.48376714649615,3.12450619669942,3.5301916655273105,3.8813428383774564,0.014286694708003308
2.8068300908793558,3.5321633762436195,3.5335885476653868,2.241598838377456,0.01431050250971628
2.54686883862022,3.318729872031088,3.6139183087163183,3.186174838377454,0.014301385019072405
3.054892456278279,3.409858944976589,3.5605708169427324,1.7813620383774555,0.01431042552948678
2.222698245034378,2.637615106487526,3.0955452847854423,6.10780043837746,0.014193787857651644
2.1116035604504333,2.876757895821168,3.75165000664397,5.343602038377455,0.014233598140121893
2.3431848458488265,3.1134773683243724,3.1722812143055577,4.921061238377455,0.01425204434501434
2.706077979357264,3.6295855049370482,3.673720762066107,2.199307638377455,0.014310618949170406
2.4559622579519385,3.111761756382932,3.655011469209209,3.8604404383774593,0.014287235284630375
2.160308730849132,3.256713692001769,3.76013514064964,4.361803638377459,0.014272575765842918
2.6586837599144792,3.0821430003579353,3.6437222611719022,3.329074038377456,0.014298918433172662
2.6961123266305176,3.231945450298703,3.323385699652405,3.3316340383774588,0.014298871636852697
2.9117394439388957,2.9631530521445097,3.4493418970579284,3.211621238377454,0.014300966718353975
2.102729430436455,3.189284678619277,3.2417436972313123,5.357438838377455,0.014232951261159492
2.337560351190462,3.3737108092000696,3.754177286020863,3.565016438377455,0.014294219587661134
2.6925514769131804,3.253783133938278,3.7124068523918465,2.810840438377454,0.014306502115040812
2.1476056530662273,3.3743011885026752,3.5352676539314793,4.3803380383774595,0.014271966027239638
2.7344592570870727,3.1643624723085875,3.420593729909269,3.2621172383774564,0.014300109787018466
2.7777666305481596,3.1333064177044045,3.3273684068908036,3.3387636383774577,0.014298740825154144
3.394356269813111,3.4919073384875197,3.6422309271623035,0.8997108383774588,0.014302008347126261
2.547004524879475,3.3536777598305694,3.482744137253485,3.2994036383774556,0.014299454103759296
2.188314750759282,3.5892129971976097,3.748662858444052,3.721202038377456,0.014290679708912988
3.008659556909131,3.3605173606163246,3.590403889053513,1.938354038377458,0.014310784457485822
3.05667119578634,3.2739315460478715,3.7873798290036627,1.828645238377458,0.014310569881826996
2.1664342475646334,2.7319546332424993,3.40087244155366,5.9964916383774565,0.014200105124476605
2.2631936849510765,3.157750484157632,3.184752679519324,5.068811638377454,0.01424588195219998
2.217300760765574,2.531916262362347,2.9758865387550553,6.54073483837746,0.014167527120710764
2.5262555370477724,3.538395690767014,3.5976456472680796,2.8856436383774593,0.014305639583304879
2.2004950574450355,3.0867850085900352,3.378449031598879,5.041982838377457,0.014247023900281888
2.198254090924233,3.4742052833744164,3.6545240729205406,3.9009652383774593,0.014286181649872144
2.254977574581189,3.3289835471532943,3.729252306754454,3.9141364383774544,0.014285834234560165
2.4803947490787452,3.179484382973133,3.5134084240198877,3.7722612383774603,0.01428944823140877
2.5475494752874273,2.6464400377632193,3.7750986040134604,4.644056438377454,0.014262765606363557
2.0095304365471836,3.0136387558048816,3.6639947749971045,5.351230838377454,0.01423324182537661
2.201822221048518,2.343774536963424,3.647355739361457,6.619902838377456,0.014162433455792269
2.763716014138054,3.603572777282362,3.7461986680667043,2.025419638377457,0.014310835028846993
2.7571165687053063,3.608365757738026,3.772711832149537,2.034597238377458,0.014310834187455731
2.1538595088269146,3.574681117523407,3.6947866875470403,3.883979638377454,0.014286626079336064
2.724645382756757,2.912337297080547,3.7227111559981734,3.4747636383774605,0.014296109150326525
2.0613186923207247,3.212645768884239,3.609804280988666,4.84316043837746,0.014255169057131915
2.762891497363635,3.3559069997661983,3.725209979302473,2.4346996383774595,0.01430965319251657
2.6070231535395223,3.326383146692458,3.56892416877359,3.0967156383774537,0.014302783627793606
2.0398368112242657,3.2757804886376234,3.7503158971183024,4.69292683837746,0.014260952878906328
