distance_0,distance_1,distance_2,Vol,Err
2.0858384844529607,2.1933103791935027,2.7415869145482117,2.6340384117311046,0.029046188758407806
2.0118533018673928,2.5706681444483177,2.5884819761185693,2.3258784117311038,0.029186679174986935
2.372452246510271,2.7216826929787343,2.9871578170069526,0.9814304117311039,0.029754551929706486
2.849083579436525,2.9192493869382177,2.926813253645788,0.20735041173110602,0.030049372663002467
2.0195888486400215,2.0937987258280994,2.863814192142629,2.8802464117311004,0.02893109329330615
2.1425095191014676,2.3521219548688292,2.852906735438545,2.1153824117311046,0.029280392784670355
2.299760561545769,2.6390668983681103,2.8642344528011408,1.325110411731103,0.029616230570253196
2.0437873493362217,2.3049178267577406,2.9780543060678815,2.3763104117311045,0.02916395633802794
2.074966900940128,2.47871129825345,2.6338871378422426,2.294326411731106,0.029200842081902774
2.1414457024452322,2.183785319941583,2.3665961186859867,2.965686411731106,0.0288905548800279
2.417073614400291,2.633712264414639,2.831906732756663,1.160822411731104,0.029682928653938713
2.046943183635934,2.2057846155860474,2.788058033498163,2.6529184117311004,0.029037452932028595
2.639347585831795,2.7008565542937784,2.926408335504285,0.6241824117311054,0.029893467692145986
2.0577664431607796,2.0635963827862223,2.414857186033708,3.237750411731099,0.02875939804655167
2.5948888841169344,2.753057256669247,2.83202500288188,0.735222411731101,0.029850816997214934
2.0260838815070645,2.5777683513830696,2.82818055944727,2.041910411731102,0.029312676378222442
2.691009794248291,2.7335942112855385,2.8909440325501015,0.5802784117311006,0.029910200814725667
2.3103920357811982,2.5634543050501146,2.6199283979912478,1.6983584117310997,0.029460732261068056
2.255690869596528,2.264716644969231,2.5154874880047076,2.4341664117311055,0.029137759181703454
2.623383454668416,2.6820857333696995,2.991771775640118,0.6628384117311015,0.029878673574311426
2.138992823126941,2.515643809678648,2.664045220982411,2.0431904117311035,0.02931211582684539
2.457385706463339,2.6492860853165694,2.9214365746858397,0.9927584117311028,0.029750066258883122
2.076357633676485,2.1763816712935484,2.417886600171884,3.027958411731106,0.028860813675375404
2.132559523817144,2.4045573268897007,2.4552423528483858,2.5409184117311057,0.02908905798426233
2.3070593984459076,2.5786390906016914,2.845933307919538,1.472310411731101,0.02955556640916225
2.3034854048052398,2.411865528856799,2.9040357800337686,1.7279904117310991,0.02944814943901229
2.6609511800803136,2.7210347402671924,2.9346684673807526,0.605174411731106,0.029900721270033334
2.4142748867625254,2.6424778216436833,2.7133321841998006,1.3321504117310994,0.029613348730597826
2.2423600782595496,2.485027610708707,2.5466110318239212,2.046006411731099,0.029310882379322258
