distance_0,distance_1,distance_2,Vol,Err
3.1492056851871926,3.1711255308805892,3.262297390293655,1.3710965928927905,0.014254569921580546
2.3471375360775357,3.0162842010467994,3.2418300249311773,3.5257717928927974,0.014135805442670202
2.344314734066916,3.230730647620782,3.586604116082502,2.7656437928927957,0.01418529158616407
2.597135063681534,3.218209166657405,3.5782178887590312,2.159602192892791,0.014218801219392396
2.4966425019527256,2.639043698475361,3.3325922642066512,3.7435765928927935,0.01412008546977237
2.2799057076605047,3.305925764533859,3.5949622759289994,2.8486901928927963,0.014180290007202447
2.7629118833561894,2.8815541896872046,3.561800525053948,2.3585269928927914,0.01420838085397268
2.057245435072279,2.6393954304177187,3.180911455499948,5.040011792892791,0.014012148161350184
2.3293821825094763,2.4249884224483202,3.38635993846921,4.646373392892791,0.014047539044084472
2.8242646166402876,3.0899178521395827,3.172249710866863,2.2999285928927975,0.014211509094618319
2.278078741490163,3.3389365606473502,3.4183105777964755,2.938059792892794,0.014174796928876599
2.011060790433051,3.0173737871073087,3.077595714509167,4.590731792892797,0.014052356533100194
3.240823108617766,3.335420357188169,3.395034578716015,0.7695989928927958,0.014275939821421366
2.3171061861083055,2.9507986654449243,3.304752478475105,3.616728592892791,0.014129324457448742
2.7741848927687838,2.9732615239963027,3.33951995992921,2.3737845928927968,0.014207558291627622
3.0047045282207505,3.0267597583326227,3.2522266711981542,1.9219061928927914,0.014230513267599483
2.2741440592178424,3.171522712982367,3.3299857239133823,3.3169525928927968,0.014150230918457945
2.3909265001873448,3.5469777845477526,3.584359009656281,2.277285392892793,0.014212704760786224
2.512151942114378,3.0044625526569635,3.202864561916479,3.1850229928927973,0.014159019698400326
2.4722361626631977,2.71843903650576,3.1575033841459166,3.9636213928927972,0.014103502911267508
2.2279588368555556,2.408602857639646,2.8994031787689467,5.442674192892795,0.01397355879825808
2.3826110938896377,2.833502326421443,3.0776533734693476,4.116005392892795,0.014091605097761325
2.1816449621073506,2.687514720185698,2.6984101672120726,5.303384592892797,0.01398718201392392
2.7545101934140774,2.8175742150153904,3.2159099621426614,2.9206645928927912,0.01417587511895152
2.4749775160116707,3.114024632276289,3.3074724241583078,2.8985333928927943,0.014177240567253504
2.6357832994152735,2.7645989707965404,2.855744766501577,3.8576245928927975,0.014111578919693318
2.107311721741528,2.978848815750575,3.2533170823602724,4.161086992892791,0.014088020109032491
2.3612429193553135,2.9486652194092913,3.0549275819441135,3.9312629928927976,0.014105985714608464
2.128917112132112,2.5011598489159304,3.5908831366215543,4.955659792892796,0.014019925610976739
2.152065720031683,2.7925046133615967,3.5654895059054015,4.181861392892792,0.014086358063251632
2.4474994247454207,2.525709447075521,3.2751083970930317,4.197400592892791,0.014085110722643256
2.9096526391399284,3.2722654705104905,3.469794560386545,1.4210549928927918,0.014252565219363878
2.340790508797593,3.090554730293175,3.3873655055877983,3.191090192892794,0.01415862103163827
3.3310658296401683,3.3334319009948534,3.4866236315909696,0.5640053928927955,0.014282075004252463
2.862153989223387,2.9845352560834466,3.4222295508706133,2.0855925928927945,0.014222534122487848
2.487181118063682,3.366305528321404,3.558991064190463,2.201854992892791,0.014216635075277586
