distance_0,distance_1,distance_2,Vol,Err,Coord_1,Coord_2,Coord_3
2.0169062792540378,2.3937254441972886,2.653008687949482,1.535524803107979,0.011861031473014478,"[2.7456858479957136, 2.8408040816486553, 0]","[1.8701778764176633, 5.068674655515278, 0]","[4.333752894748982, 4.084168064684484, 0]"
2.0444688015828567,2.437533567890592,2.590077475761118,1.4941548031079783,0.011872550668967053,"[2.003292703322237, 6.146525406719159, 0]","[2.3927296432712555, 3.5858926333117287, 0]","[4.036335535287329, 4.801792445128347, 0]"
2.105571091606204,2.1293096361876334,2.7572746932026413,1.705004803107979,0.011813572413315118,"[4.35265864542594, 2.1333188995436556, 0]","[1.619365728113347, 1.7704503807320469, 0]","[2.7925847097831955, 3.5473906576718983, 0]"
2.1144393852459187,2.598881557401098,2.6860361077347825,1.0762148031079803,0.011987501852669304,"[3.3077984327823673, 7.503585166441197, 0]","[5.327750185440407, 8.128604230800718, 0]","[5.137076418857434, 5.536726752188618, 0]"
2.0183975201318534,2.110720721953551,2.4039412281520747,2.224654803107981,0.011665317915221598,"[4.876070785427573, 3.3786936778518486, 0]","[3.212453029154814, 2.0796486720502365, 0]","[2.5501849976499105, 3.9863027056182134, 0]"
2.058225684591252,2.341170976298582,2.4946593569613267,1.688324803107978,0.01181826251029482,"[7.549269501298911, 3.0850047291457505, 0]","[5.3645337590473465, 4.289270083543695, 0]","[7.544406027900042, 5.143224667669723, 0]"
2.140685753086917,2.3620914001575155,2.661858865238509,1.3420948031079796,0.011914671617711921,"[4.869086174743087, 7.597067033707147, 0]","[7.013479169320084, 8.587548970699029, 0]","[6.315390698652599, 6.018859595634388, 0]"
2.1039167334594167,2.3587086245325275,2.5301477687157945,1.5240448031079765,0.011864230568433842,"[3.622332666787631, 6.330931232921027, 0]","[2.316532500884247, 4.36665215341862, 0]","[4.834803383364971, 4.611518431185221, 0]"
2.4578962417844803,2.6228660314045773,2.709500466242066,0.4656248031079784,0.01215090166134349,"[3.8277873021990234, 6.889975364625252, 0]","[1.5108214725662636, 8.29463266122117, 0]","[1.4250249420172358, 5.838234303722122, 0]"
2.1147247212288276,2.311704587829978,2.666786668502773,1.4488948031079794,0.0118851237256122,"[4.214916064761205, 2.4064107873265, 0]","[1.855843421512032, 3.650005335070048, 0]","[2.069268038171361, 1.5460779172202397, 0]"
2.2440261305889946,2.384815585122471,2.7184156544852573,1.0793148031079802,0.011986658643831898,"[5.254764514433187, 2.492613121712794, 0]","[7.580422212181342, 3.0204972453117014, 0]","[6.426897588545652, 4.945343789177564, 0]"
2.2763376401358744,2.7365985208582897,2.796278825277663,0.6119648031079805,0.012112220967436154,"[6.172750799305233, 6.0794690085308, 0]","[3.867730361200352, 4.6043919785820036, 0]","[3.484211334335912, 6.8481892528321335, 0]"
2.5207238775591634,2.7468050106243274,2.7574370409457205,0.2587848031079787,0.012205065416095073,"[7.862644490925257, 2.2173167086554684, 0]","[5.106933016104969, 2.119780549600066, 0]","[6.189872543796308, 4.396025449926163, 0]"
2.400057440763655,2.7026904843827197,2.7089411331929782,0.48592480310797725,0.012145553842910582,"[6.635309381971092, 4.807109143937482, 0]","[4.243824228856138, 4.604440741378707, 0]","[5.227758105345793, 7.121663413505458, 0]"
2.0681847443397703,2.2891140215821353,2.4330693930215426,1.8095248031079763,0.011784087143085799,"[5.3417790170751385, 5.2267873808819045, 0]","[5.651871501668146, 3.1819815740340522, 0]","[3.427955393168803, 3.7244206454154143, 0]"
