distance_0,Vol,Err,Coord_1,Coord_2
2.5498296841868586,0.20002320207198743,0.010318567198984557,"[4.092010212306263, 1.4962048452605667, 0]","[3.3079394358563947, 3.922490985821436, 0]"
2.0250932179158947,1.0231932020719867,0.010008392096523298,"[2.341855058087217, 6.725181099359579, 0]","[4.197933872731748, 7.535103302461029, 0]"
2.7665710033901005,0.015993202071985735,0.01038575162950424,"[1.9940888927840157, 5.822749965149603, 0]","[4.760561720887695, 5.799443138618802, 0]"
2.4722311980446965,0.2895232020719867,0.01028561553204085,"[2.1414432339432987, 4.580829468176502, 0]","[1.7111842905468277, 2.1463265747272318, 0]"
2.51862539254654,0.22897320207198746,0.01030792855987613,"[3.7487709552202313, 8.259665154888735, 0]","[1.81665196446586, 6.643994992526837, 0]"
2.7585522337462716,0.008133202071986645,0.010388604171167078,"[8.09479994249793, 7.729619023109614, 0]","[5.415025707292769, 7.07508065552744, 0]"
2.5524721620793813,0.19581320207198694,0.010320112713566166,"[7.446214847080953, 4.47459519345044, 0]","[6.067549145389866, 6.622709487702684, 0]"
2.774915974341402,0.0035932020719862123,0.010390251194737786,"[3.8977945559998672, 4.024957458926745, 0]","[6.502782524741183, 3.0688213036810157, 0]"
2.755500007765344,0.02183320207198669,0.010383631291103802,"[1.4619058443413069, 5.509419928606672, 0]","[1.5050591615710351, 2.7542578491625456, 0]"
2.1178703046836382,0.8423832020719875,0.010077916811149017,"[2.3631436521252756, 1.4467247308364397, 0]","[1.5134552610269771, 3.386674283142775, 0]"
2.799315204904072,-0.0038967979280144505,0.010392967416846836,"[7.801032155656728, 7.853438946452957, 0]","[5.28952509753596, 6.617114590381019, 0]"
2.1167047495446587,0.8452432020719876,0.010076823348456596,"[4.960340974747754, 6.497782647342618, 0]","[4.130174378364333, 8.444899084280605, 0]"
2.492044568373951,0.2694032020719863,0.01029303918670477,"[4.675741270958968, 6.0601302106502155, 0]","[4.528272330643834, 3.5724527712693694, 0]"
2.2715872673852213,0.5999632020719865,0.010169881516485823,"[5.5862392868196675, 2.6346356771300177, 0]","[3.5984478251940812, 3.7340872760806367, 0]"
2.6501273723988623,0.08378320207198797,0.01036109202165679,"[8.324282540247447, 3.533198670082327, 0]","[6.699280669603864, 1.4397460170847596, 0]"
2.2054312012144774,0.7206432020719866,0.0101242772020525,"[1.4179170715465483, 1.5183605298036864, 0]","[2.628970745819984, 3.3615305657252628, 0]"
2.0141521232030164,1.0466332020719875,0.009999319657216184,"[2.5074576481615707, 4.019075982349531, 0]","[2.5559256734967204, 2.005507104480355, 0]"
2.5260596365448835,0.22391320207198717,0.010309789402907802,"[6.552300100601212, 3.0291923344496934, 0]","[4.056153830952563, 3.416788887453463, 0]"
2.688075123818089,0.0725032020719869,0.01036520243096294,"[3.0921611195070904, 6.045930579396764, 0]","[1.7008297313612832, 8.345918587985047, 0]"
2.5457145854327976,0.19215320207198694,0.010321455992484296,"[2.993307799985831, 8.392357045295732, 0]","[4.008500895667213, 6.057823745262055, 0]"
2.680224945084621,0.06669320207198659,0.010367318468521645,"[5.332513112031703, 3.3934219127654206, 0]","[6.870306331678705, 5.5885979352888, 0]"
2.0932994062151273,0.8882932020719867,0.010060339877148784,"[6.832752029409138, 3.0973685237331905, 0]","[7.242273052441259, 5.150218965376548, 0]"
2.330412581436261,0.4975532020719875,0.010208309997741546,"[2.233243945171479, 3.709328874979125, 0]","[3.5322831355510167, 5.64409500595581, 0]"
2.4654205287317636,0.28126320207198674,0.010288664339512685,"[1.4081414373503551, 2.8468136098324863, 0]","[3.7704856820781063, 2.1413860424000246, 0]"
2.0113521875176428,1.0528032020719866,0.009996929279445763,"[4.305180941816078, 7.719343124330862, 0]","[2.5304011979194465, 6.772931753474502, 0]"
2.7516029159064344,0.00033320207198705987,0.010391433575863822,"[6.59509807891509, 8.36466359840372, 0]","[8.51311609879062, 6.39171517478552, 0]"
2.0378314589911084,0.9879132020719865,0.010022021382750587,"[7.794930508693461, 7.801033122564709, 0]","[5.765084596963555, 7.981262503874243, 0]"
2.4174082990044936,0.3603432020719861,0.010259411035288529,"[7.722009988967778, 7.339800725702552, 0]","[5.5080484630985405, 6.369111668348675, 0]"
2.2817618669924937,0.5715732020719866,0.010180559475584336,"[4.450023220364409, 4.086737094373561, 0]","[2.2720922615289973, 3.4062564141133986, 0]"
2.162959268668766,0.7578332020719873,0.010110152803078202,"[7.296842640861221, 2.892718334270997, 0]","[5.990552735075899, 4.61666713860467, 0]"
2.605276435544981,0.13120320207198688,0.010343780947286153,"[6.864722888045852, 7.023756832076783, 0]","[4.264146316617143, 7.180175506607868, 0]"
2.4552487946449526,0.3010632020719868,0.0102813534350279,"[4.74805165009976, 8.25730466465223, 0]","[7.1831925099194995, 7.943719530371488, 0]"
2.2736043586250076,0.5678632020719867,0.010181953457208494,"[3.0942839669173896, 5.77995576302283, 0]","[5.358642518699517, 5.575121370086048, 0]"
2.2772044189958915,0.5751532020719861,0.010179214030503043,"[5.54976957004593, 7.085344301624798, 0]","[7.826326863576497, 7.1396292458284565, 0]"
2.1125141870885695,0.8684432020719868,0.01006794590986662,"[1.8866576204348104, 1.432245900124658, 0]","[2.328409838135731, 3.49805595160732, 0]"
2.5143470450083862,0.22493320207198764,0.01030941433927214,"[3.0521597659174495, 8.193441743594843, 0]","[4.915372249928388, 6.505134809957421, 0]"
2.724216679486685,0.04668320207198562,0.010374600440067078,"[3.1497418273554487, 2.5377895621633706, 0]","[3.448893001286586, 5.245531258102827, 0]"
2.1020565339137405,0.8916032020719875,0.010059070625889848,"[3.7218032021000433, 7.085465766393196, 0]","[3.8139136141125585, 4.985428303925364, 0]"
2.071169236980687,0.9355032020719865,0.010042211257429311,"[5.38795862396341, 7.0631916371041275, 0]","[3.4340895424471345, 6.3760689257127, 0]"
2.2453134672023123,0.6352732020719856,0.010156574091430141,"[3.6978791423843966, 6.379085481911215, 0]","[5.9399593860573985, 6.258633221943701, 0]"
2.76741862308332,-0.0035167979280146255,0.010392829641278644,"[1.4973838583434271, 5.5188963177624, 0]","[2.083527025851777, 2.8142628818654654, 0]"
2.239949575614607,0.6493532020719872,0.01015125941360923,"[6.5533823335427615, 8.1784894985731, 0]","[4.396271907777686, 7.574959290255675, 0]"
2.229742712023136,0.6694732020719876,0.010143656635430341,"[1.5105793886744547, 4.626687147032082, 0]","[3.729964511513432, 4.412019407626954, 0]"
2.3986707419771855,0.4049632020719862,0.010242841375290355,"[5.207337302937149, 7.774227183976389, 0]","[2.9510655748444137, 6.960065518564167, 0]"
2.587812500201423,0.1505732020719872,0.010336695166343545,"[3.3655994890032366, 8.306770462287234, 0]","[2.5051184903567885, 5.866207824867914, 0]"
2.0372450520192995,1.0078132020719863,0.010014337470482507,"[4.564607765300771, 3.7138511625294064, 0]","[2.6241644951631677, 4.334372973068572, 0]"
2.6209906257179534,0.12312320207198724,0.01034673420318508,"[7.968152074782717, 5.9997311110108, 0]","[6.553370182025957, 8.206081957097838, 0]"
2.393398285342983,0.40754320207198624,0.01024188187663771,"[3.87557952551112, 4.8784236940500625, 0]","[4.956143403803912, 7.0140119168148285, 0]"
2.6998726097189,0.0541232020719864,0.010371893948327856,"[7.848688090806712, 5.258616342149774, 0]","[6.262186200184868, 7.443181255299223, 0]"
2.5392801083139145,0.20958320207198788,0.010315056171385593,"[3.6848959998326367, 7.412859476852389, 0]","[5.86321449830737, 6.107918103578666, 0]"
2.6827281092594317,0.061983202071987265,0.010369033323489707,"[3.1428519083625917, 6.6722823850185256, 0]","[5.495497231177114, 7.961503116022195, 0]"
2.2146145140719953,0.6805332020719863,0.010139473245982258,"[2.3405403879705995, 2.8842853644082105, 0]","[3.9377112954541538, 4.418417867885827, 0]"
