distance_0,Vol,Err,Coord_1,Coord_2
2.4299864588164803,0.35678320207198766,0.0102607310547173,"[3.532066554369288, 2.205364202200725, 0]","[1.4320946890624957, 3.428046644599964, 0]"
2.2150318575584684,0.7167432020719868,0.01012575645129785,"[4.809965119079507, 2.6882205854893853, 0]","[3.8618310486743224, 4.690071707460201, 0]"
2.6565401555213906,0.07153320207198632,0.01036555576358499,"[5.13392107056543, 4.08616062174379, 0]","[5.74518680483092, 6.671418790672086, 0]"
2.7074917889841146,0.022063202071986865,0.010383547769041178,"[8.458296751294535, 5.0463408928750235, 0]","[5.8360783275159065, 4.372187849855616, 0]"
2.155205863475058,0.8019632020719865,0.0100933492405326,"[3.017287779017875, 6.389349821316154, 0]","[5.044466350132716, 5.657598938316984, 0]"
2.4599614907806484,0.29903320207198547,0.010282103401930464,"[2.330057740540524, 6.94131878307616, 0]","[4.752010164435006, 7.372082050446293, 0]"
2.1746832727582874,0.7573532020719878,0.010110335315230153,"[8.39476423051611, 8.239111000788942, 0]","[6.75155792488371, 6.814639037588326, 0]"
2.63389182917995,0.10824320207198745,0.010352169017940152,"[3.571111696222751, 4.180394239536274, 0]","[6.204906245682656, 4.157757122754309, 0]"
2.7927318483366417,0.011143202071988156,0.010387511948440781,"[3.078966032296139, 2.0454360727101175, 0]","[1.5048520371195289, 4.352277269434098, 0]"
2.757001289332622,0.019603202071985848,0.01038444103072669,"[4.541185098851396, 2.6223167535087084, 0]","[5.047540341859682, 5.332420160624341, 0]"
2.350560269103253,0.44825320207198693,0.010226721347019777,"[7.806988562099592, 4.631618387302272, 0]","[6.301832149251041, 2.8261716969932946, 0]"
2.3488106120089016,0.4622232020719874,0.010221509957181473,"[2.6292204901357348, 6.6189642018905515, 0]","[2.7896214104866845, 4.275636901696189, 0]"
2.104048190884331,0.8875632020719877,0.010060619766443814,"[3.921325510013975, 3.3597938904172207, 0]","[5.06748504494321, 5.124258996350015, 0]"
2.681416084530415,0.06350320207198656,0.010368479963950357,"[3.59161310148022, 4.703271796171668, 0]","[1.6047077173672055, 2.9026610073110835, 0]"
2.275583838849531,0.5896432020719864,0.010173765255990527,"[7.609960667712744, 5.009278571583942, 0]","[5.354351579487498, 4.70843068851204, 0]"
2.379820343013659,0.42780320207198663,0.010234341821448022,"[4.082014205856044, 7.405877947596168, 0]","[5.718968203714014, 5.678473399171434, 0]"
2.34536628934072,0.48019320207198746,0.010214799682213548,"[3.741399762967073, 2.1244244834770183, 0]","[5.695192685634489, 3.4218975069000774, 0]"
2.5772322149067333,0.17373320207198795,0.010328211807877973,"[5.996739156329348, 6.861438624389208, 0]","[8.546697662196179, 6.4874900879427235, 0]"
2.6730948016074647,0.07312320207198653,0.010364976578427951,"[6.44882069294404, 2.7996766467442717, 0]","[5.374869192795674, 5.247545923014948, 0]"
2.108322433447042,0.8733732020719867,0.010066057756694525,"[1.7163123521948287, 3.162374452405236, 0]","[1.480641256372836, 5.25748366625785, 0]"
2.3959371208905633,0.3827532020719868,0.01025109484570258,"[6.369094874681195, 6.682235361917064, 0]","[4.005188814117385, 7.072700243937265, 0]"
2.103411316463005,0.8823032020719879,0.010062636116308686,"[4.357301256119506, 3.777796890298297, 0]","[4.498649144161648, 1.6791401911760564, 0]"
2.5315467360187243,0.21624320207198622,0.010312608974260588,"[8.293100904814192, 4.6794278055637575, 0]","[6.193996156266406, 3.264334829370606, 0]"
2.4423269691976173,0.33711320207198625,0.010268019248692029,"[5.466149459704612, 8.321242508020177, 0]","[4.538244743248154, 6.062049319811634, 0]"
2.0023425961167423,1.0689232020719874,0.009990679581217686,"[2.6278938734866104, 2.8040685552235467, 0]","[3.3237877473310933, 4.681595542664541, 0]"
2.3829636214991763,0.41214320207198796,0.010240170758293048,"[3.614422839946686, 3.1926832744947933, 0]","[3.0951907171097046, 5.518390397931163, 0]"
2.3951674863904935,0.40126320207198596,0.010244217130223275,"[5.116052139818118, 8.231607299966235, 0]","[2.9984898433160234, 7.112340929393559, 0]"
2.5288201248522033,0.2277032020719858,0.01030839566433303,"[4.276005790269109, 6.24591476271678, 0]","[2.4400502176508945, 4.506892520412319, 0]"
2.0719059696131747,0.9364032020719879,0.010041865124320282,"[3.8585211839250255, 6.694086480394176, 0]","[4.306343769654924, 4.671155616862529, 0]"
2.558986261304248,0.19075320207198665,0.010321969734483336,"[2.0865150335961005, 4.663118827051795, 0]","[2.1915530747036556, 2.1062892090552845, 0]"
2.5672310684836037,0.18924320207198697,0.010322523791980332,"[7.7108035885327455, 6.453304448582867, 0]","[5.787562177097139, 4.752769876065553, 0]"
2.3743206278898783,0.45001320207198603,0.010226065045261057,"[5.230148969740325, 4.934927695089321, 0]","[7.532434682728624, 4.354514962808795, 0]"
2.6397745111261006,0.09829320207198755,0.010355800400922663,"[8.185689101487041, 4.532757132083082, 0]","[8.06716580444399, 7.16986951073688, 0]"
2.387516969209472,0.39487320207198806,0.010246592346585768,"[2.0310151794433753, 5.732567228440971, 0]","[2.342605203567278, 8.099664382156815, 0]"
2.51777337639614,0.23346320207198623,0.010306276848132888,"[5.5251387773009135, 3.578834450181163, 0]","[3.249377577285622, 2.5017579740690072, 0]"
2.726106849244044,0.029443202071986363,0.010380867173025577,"[8.07217522721617, 6.714574818268707, 0]","[5.751182643301061, 5.284661541560517, 0]"
2.1676326166278956,0.7727832020719863,0.010104465518236974,"[1.665201897536317, 3.27209066908905, 0]","[3.7527878829134225, 3.855713761783467, 0]"
2.5677697661644685,0.17105320207198638,0.010329194096733298,"[4.345641592761948, 8.467643104942102, 0]","[2.3672163082749687, 6.8307940081311145, 0]"
2.074802856469004,0.9349832020719866,0.010042411236333633,"[7.237681009868432, 2.6176775404765613, 0]","[6.179238216685717, 4.4021958919572945, 0]"
2.4633644382088993,0.2813632020719883,0.010288627438378745,"[5.32421576879601, 2.418036383235611, 0]","[6.844094897130578, 4.3566265386540275, 0]"
2.5931270120426597,0.15565320207198674,0.010334835435689822,"[3.5496492484637727, 6.9432011900745705, 0]","[3.062803064809245, 4.3961855846951465, 0]"
2.4184907785924237,0.35584320207198594,0.010261079550222775,"[3.8013969908222944, 7.701001158894208, 0]","[2.7636473688746066, 5.51647069028453, 0]"
2.3490839946098117,0.46412320207198654,0.010220800825540041,"[7.210258001625637, 4.884075853781202, 0]","[7.374967704378128, 7.227378294259421, 0]"
2.552147144451123,0.19387320207198577,0.010320824762736262,"[3.8747347545090673, 4.782448230336, 0]","[2.3665582461119414, 6.841297099595002, 0]"
2.2582218631352498,0.6153932020719868,0.010164070001124058,"[5.302621388923499, 7.291148449362634, 0]","[7.502988267908138, 7.799037788696941, 0]"
2.0770502032002716,0.9424632020719859,0.010039533973963134,"[6.64339940990744, 3.7535522008771856, 0]","[7.2199384519793455, 5.748982049200874, 0]"
2.5358000803113865,0.21378320207198698,0.010313513011638662,"[5.842052329563191, 2.8313968303408, 0]","[7.933935803075043, 4.264681721963963, 0]"
2.455791785976066,0.31018320207198613,0.0102779829557185,"[7.74286747127123, 5.428108259724492, 0]","[6.57860850908652, 7.590378909999359, 0]"
