distance_0,distance_1,distance_2,Vol,Err,Coord_1,Coord_2,Coord_3
2.324500244053555,2.7453389586001644,2.9504156367119605,2.053071579569611,0.013115481808116697,"[3.02684907349256, 3.019535546714024, 0]","[5.771214483963998, 3.092641575301058, 0]","[4.941745844028638, 5.264111851397146, 0]"
2.680365137819481,2.6915489465143048,2.726863514348708,1.7404615795696117,0.013181504368694417,"[3.2438404437964192, 3.1107285368665214, 0]","[4.359567179498745, 5.547839761919058, 0]","[5.957203338009583, 3.3817385554882513, 0]"
2.4497160689844653,2.977524301605771,3.018337291235412,1.362211579569614,0.013259965152109563,"[3.9390069017904774, 7.048233711405155, 0]","[2.100126214898971, 5.4297076417917784, 0]","[4.864676735606366, 4.218253795325149, 0]"
2.6567869502918042,3.0136579222825084,3.08492247802155,0.8713515795696125,0.013359501274499733,"[7.610353220966076, 2.1981552635733586, 0]","[4.714581849376859, 3.0328062301578558, 0]","[7.224272603918535, 4.826740178766515, 0]"
2.258619264941021,2.8548238142888653,2.965094297163307,1.9779415795696131,0.01313144734117264,"[3.844918114863172, 4.850553063447386, 0]","[1.6426156682271795, 6.835911500760781, 0]","[4.491845446467355, 7.014541513413376, 0]"
2.056999218613125,2.6398552289930723,2.763760153607668,3.0080615795696133,0.01290701054002475,"[6.70847225180086, 3.041203894032116, 0]","[5.327615508858063, 4.5658285825520215, 0]","[4.2788781813436305, 2.0087755513171657, 0]"
2.3951736869451614,2.7445736469960282,3.0429632499433437,1.787791579569614,0.01317157729609632,"[2.85343646597177, 2.2075214023873078, 0]","[3.614903948706636, 5.153670178882341, 0]","[5.1522481643333435, 2.880070111486102, 0]"
2.0809376417020955,2.145699133186527,2.782980506480426,3.8452715795696157,0.012715541615418512,"[5.242651173441722, 5.558800428597171, 0]","[3.8201271568916138, 7.077591688445221, 0]","[6.599405036243035, 7.221101161296019, 0]"
2.3117348956278763,2.962917824191918,3.006667156851641,1.677711579569614,0.013194627967175125,"[2.791157376923747, 5.141328894882567, 0]","[3.2627986468932564, 2.1718841817161674, 0]","[5.20586218178074, 3.424330718321298, 0]"
2.131607051566918,2.5848050095915207,2.6201237998660423,3.148711579569614,0.012875423515992006,"[3.352746875466746, 4.9521237070449295, 0]","[5.9003800473321855, 5.5641808516281035, 0]","[4.572028584462242, 7.231283431969544, 0]"
2.4018650213275228,2.837064618457755,3.105014052897469,1.565191579569614,0.013218053283983993,"[8.030517296479728, 4.46010373583665, 0]","[4.988581693187119, 3.837415969687677, 0]","[7.288167088875709, 2.1758376064316436, 0]"
2.076039050775091,2.6169675848750957,3.0462999871653036,2.7176715795696147,0.01297150020908299,"[4.224932194986685, 5.938802171472162, 0]","[5.846576326575186, 4.642573622632214, 0]","[7.102542085426697, 6.938454576183495, 0]"
2.163519158594381,3.02966480393481,3.114449158849567,1.8423715795696118,0.01316009916678594,"[6.521418435853314, 1.6638390773373533, 0]","[5.500790054917439, 4.516414498291121, 0]","[7.66384579512571, 4.561191884961008, 0]"
2.3359373486972137,2.384471978059512,2.5692855485577337,3.1308615795696113,0.012879445051069166,"[5.11742073312517, 3.4277379763216302, 0]","[6.221148813548164, 5.747869988624678, 0]","[7.437772252142943, 3.6971301165753583, 0]"
2.0222849628321207,2.4495943217838825,3.004006422215642,3.1860815795696134,0.012866992112290658,"[6.7240243493473795, 7.072900832885258, 0]","[3.915440143598456, 8.13869131132392, 0]","[4.44069698082901, 6.185810944829477, 0]"
2.1818142129401608,2.493886007638311,2.9290354236655327,2.785161579569614,0.012956598748310068,"[5.48303677552084, 7.983437365149793, 0]","[4.356046293745532, 5.279895065300319, 0]","[6.496126250361715, 5.70459618264918, 0]"
2.8844492692843304,2.9117061719584725,3.126858418754517,0.6058815795696155,0.013412276785085744,"[5.078613850853328, 7.181024838883034, 0]","[3.1374001669518927, 5.010835385112953, 0]","[1.9881069028344531, 7.656430323898781, 0]"
2.0959861109920155,2.6699342210753447,3.061139699868643,2.567971579569612,0.013004367283756639,"[3.7399222339926137, 5.971426532512763, 0]","[2.672371084417353, 3.1024701359893814, 0]","[1.6805537957763712, 5.58135036924432, 0]"
2.436124881706643,3.0758050450100156,3.154202268332328,1.1811515795696153,0.01329697798058491,"[8.167247123762666, 7.652672351881232, 0]","[8.162043525678058, 4.576871708556629, 0]","[5.893991545724754, 5.466053723388296, 0]"
2.01801463261334,2.5326087471761047,3.1448469122275795,2.9633115795696128,0.012917012133715754,"[6.779515757395413, 4.259974473635557, 0]","[6.040401653403454, 2.3821849756561595, 0]","[4.372780605782884, 5.0484749341715895, 0]"
2.8744900112816376,3.0485118839344456,3.0691525332676997,0.4890315795696125,0.013435274635972277,"[2.5961339192507062, 3.543740266135184, 0]","[5.210302251728793, 4.739071498232233, 0]","[2.8003909571978873, 6.606088439500287, 0]"
