distance_0,distance_1,distance_2,Vol,Err,Coord_1,Coord_2,Coord_3
2.20141773365658,3.529457373639122,3.9465308760285027,4.843271843077517,0.021005131648691947,"[2.7599565530083505, 3.021224399674609, 0]","[6.091534865264132, 4.186409063855566, 0]","[2.2688073100906903, 5.167153676057939, 0]"
2.8215877012708663,2.9964960921042696,3.861298722411834,4.180631843077514,0.021110942652992074,"[7.1913939659848225, 6.446591729383589, 0]","[4.2140045751844, 6.784439691557769, 0]","[6.538880688114984, 3.7014899866121898, 0]"
2.135554537025923,2.2415179574954087,3.708562661930887,8.499811843077516,0.020333867706415328,"[6.943563670880487, 7.436068963910731, 0]","[5.7586677331730565, 5.659382498206545, 0]","[6.895961652301189, 3.7278118173127393, 0]"
2.8640762156947117,3.3341407006700248,3.4692192475248316,3.8195718430775116,0.021166628306787078,"[2.898143274445804, 6.365242389654178, 0]","[2.204963373709485, 3.5863155833990494, 0]","[5.580878733430196, 4.385488700688753, 0]"
2.01960428211101,2.5728738596377627,3.216735227507708,8.279471843077516,0.020378659338977135,"[6.3309325407500445, 2.0944039942960826, 0]","[3.4447330364192488, 3.5146990147371655, 0]","[5.246296738236655, 4.427480305416971, 0]"
3.264727906277145,3.5433070276266854,3.632918724156814,2.141711843077516,0.021407528139605468,"[4.292517135989306, 2.9149799761743025, 0]","[7.9209356169332, 2.7342100022461517, 0]","[5.988850045413453, 5.704406971531837, 0]"
2.0682902433455785,3.082658481096028,3.1937115551900948,7.009911843077518,0.020625678186959092,"[6.087540247920199, 7.888509530516407, 0]","[5.498286277992197, 5.905934364313975, 0]","[2.908899271408288, 7.57861432210856, 0]"
2.182677469460929,2.9640125760451004,3.7647150459557643,6.262731843077514,0.020762427663910597,"[5.3417405024342015, 6.097926273205469, 0]","[6.195327865545228, 3.2594831850864425, 0]","[4.137843934787937, 2.5308949540753365, 0]"
2.1247960502990137,2.226820972504338,2.356671950974315,10.310651843077519,0.01994351152043391,"[4.201923669633069, 3.9937941248181303, 0]","[6.525416689720575, 4.387853600168901, 0]","[5.762099124184232, 2.4049001086542967, 0]"
2.5247199982989916,2.598924032301742,3.82188597144908,6.1345718430775165,0.02078525349659417,"[7.460100772800654, 4.192806273935811, 0]","[3.951105266459777, 5.707323660841226, 0]","[5.075260588241709, 3.3641034539069934, 0]"
2.4649363413641985,2.6831776876432727,3.9533203786848325,6.08719184307752,0.020793645730913086,"[4.991239414927059, 5.855574950514089, 0]","[6.551475910140663, 2.223164718240157, 0]","[7.227936460964304, 4.819670760337128, 0]"
2.044852013797477,2.205901259533614,3.6440665444962,8.965171843077513,0.020237364907894503,"[5.759073095345602, 3.5397733663457207, 0]","[7.507290395535652, 6.7371093280539505, 0]","[5.628937529235362, 5.580480227402635, 0]"
2.087806397335446,2.504178729802552,3.2190390715133455,8.228911843077515,0.02038885632869093,"[3.622257420447789, 4.818254726625008, 0]","[4.828746596083773, 6.522167700291215, 0]","[5.702351711585242, 3.423938101617294, 0]"
2.203829985292168,3.3941125741307347,3.6181095319370367,5.4127518430775226,0.020910413472480165,"[6.77839884404707, 2.1060510626093585, 0]","[6.475880307159289, 4.289019028226846, 0]","[3.2983513516843526, 3.0959935033571058, 0]"
2.201518378570136,3.303687084109815,3.529232642427552,5.677931843077516,0.02086510019821424,"[3.858580061612976, 2.8727961743771546, 0]","[5.857081890962186, 5.503449855081225, 0]","[7.26160422006939, 3.8081622103963015, 0]"
2.7489663073081445,2.7910189790263495,3.6454781684007718,5.155251843077515,0.020953678322912186,"[3.0255602257560654, 6.801614262144946, 0]","[3.671316314208537, 4.086326797526908, 0]","[6.2362878521151845, 5.075132525890263, 0]"
2.4810518739897347,3.004239425322846,3.2245470331475965,5.988071843077517,0.020811121748326784,"[4.734310647137328, 6.485684707466359, 0]","[7.636740071337131, 7.890535947463024, 0]","[7.539896655751752, 5.411374848565711, 0]"
2.308093613612513,2.8588600121657675,3.389185929209999,6.515831843077514,0.0207168098337635,"[2.7817470624407705, 4.457532739731538, 0]","[2.298298871660574, 2.2006379756740233, 0]","[5.453077936690435, 3.4391654536107708, 0]"
2.028491874429165,2.07770160516187,3.192102146825115,9.625871843077519,0.02009585626890479,"[7.792643817786467, 4.763410306743606, 0]","[5.72495312807891, 4.967123761843903, 0]","[5.109438148915784, 3.034270794065194, 0]"
2.5898926428767504,2.9922760748229447,3.5635246922124417,5.2083318430775165,0.020944819001326317,"[6.624244832570522, 3.828539444082692, 0]","[5.290993118954416, 6.048896120332442, 0]","[3.8117843350340297, 2.8068829177713313, 0]"
2.6490764624106595,2.826733378863622,2.927861274046535,6.4495918430775205,0.020728818103160636,"[7.420982956117589, 5.4432427791721505, 0]","[5.085696498054065, 4.192625626529786, 0]","[5.145175360839463, 7.1198826881735275, 0]"
2.2624689376247633,2.265396778295293,3.2340970224468886,8.359651843077518,0.020362426608380446,"[6.520091872023045, 7.663767946092197, 0]","[4.5261668087532945, 6.5946428197474605, 0]","[5.555826501386452, 4.57676683731512, 0]"
2.4248731384930227,2.6995607043427077,3.5149059256157553,6.421751843077519,0.020733850348791466,"[3.308248128650243, 2.515904551886769, 0]","[5.145517783752695, 5.512403155318526, 0]","[5.706854731547956, 2.8718485114091834, 0]"
2.0872540558485313,2.6135492015134525,2.8815560175916235,8.488831843077516,0.02033611340606459,"[6.388936411678385, 4.278838306642068, 0]","[4.750891978574846, 2.242309430365055, 0]","[3.528102648740378, 3.933881405924805, 0]"
2.533614590641313,2.574157028243801,2.6961970422398838,7.764691843077518,0.020481076628261513,"[6.217890062196831, 7.093258726304877, 0]","[6.666419739205426, 4.434631332436819, 0]","[4.297140337639531, 5.441010745666498, 0]"
3.2474164359773248,3.673919886508352,3.838766762252729,1.6761518430775197,0.02146924476006736,"[7.427069783377229, 3.7436940480026, 0]","[4.651527287188792, 2.057847862697509, 0]","[4.446083653645524, 5.891113202901972, 0]"
2.997757600653348,3.211415404063702,3.626645473222633,3.486551843077521,0.021216770434005265,"[5.724671623813308, 3.769007779815429, 0]","[5.98122156064488, 6.97015929565615, 0]","[2.9693395203625617, 4.949980104626049, 0]"
2.3607959132420455,3.2457790485863924,3.381864193955417,5.547411843077519,0.020887499549299814,"[2.745552438253956, 6.199555353415386, 0]","[3.1388332627864366, 2.840636536383219, 0]","[5.0002119334618085, 5.499649713597122, 0]"
2.110699462046605,2.3233144088043196,3.1682240569126314,8.712311843077515,0.020290122847139196,"[4.230279895156224, 2.5081925935865828, 0]","[4.683190084098354, 4.786933957346448, 0]","[2.1526889394467466, 2.8805741718608124, 0]"
3.5291523036597527,3.5895020665372797,3.9831689330142614,1.111791843077519,0.021541123532525408,"[2.1279779713266183, 7.84099026966447, 0]","[5.717473453497539, 7.847865526019782, 0]","[4.404090503622478, 4.572206629033647, 0]"
2.528240190268806,3.096063321048908,3.830448502785887,4.8650518430775165,0.021001573769203107,"[5.1793933971709984, 2.410407032732839, 0]","[3.396516326038204, 4.202988358341079, 0]","[7.184896062491172, 4.769128539680633, 0]"
2.1606397245814986,2.6432462479134973,3.257090879054672,7.632631843077515,0.02050685144243065,"[4.291469817466069, 2.3402632038579716, 0]","[2.2082961716079, 3.9672660582840984, 0]","[5.45981088992694, 4.1577733572933235, 0]"
2.3983925763144107,3.491732881907788,3.493583208843928,4.814111843077519,0.02100988707727864,"[3.9380563162425815, 3.913086303247895, 0]","[7.182267634812611, 5.209317979137028, 0]","[3.868712282362417, 6.310476207932843, 0]"
3.600858169652067,3.8722117351632064,3.890262667267196,0.60895184307752,0.021602481483266687,"[2.7935984565760115, 6.459602877115517, 0]","[6.66424930172341, 6.56953811666764, 0]","[4.539874438434597, 3.3105236858067517, 0]"
2.745732793404715,3.5616491186104944,3.818089478235543,3.217031843077521,0.02125650092970901,"[5.977964434313068, 3.830675038810977, 0]","[7.617229078985421, 6.99266110279452, 0]","[4.918557683779871, 7.498844146245591, 0]"
2.5745727123884294,2.721541450892723,3.74960823232954,5.715951843077519,0.020858540104304518,"[6.820103636845775, 7.551642023492564, 0]","[7.737151045352352, 5.1459303404502075, 0]","[5.195798222632956, 4.172116344153467, 0]"
2.1482576588724585,2.155673814512602,2.2698685011812034,10.581451843077517,0.019881642367392087,"[2.9594610567126995, 6.316401775321686, 0]","[2.55103827215895, 4.083579829506936, 0]","[4.555019221449574, 4.877928587582105, 0]"
2.3858422253543825,3.324230391342095,3.898096099775359,4.694651843077516,0.0210292730264667,"[3.60185543636286, 7.354623819757928, 0]","[3.1681180015995536, 3.480733650849056, 0]","[5.473786161351748, 5.875394802625514, 0]"
3.0858022378770302,3.134652162926152,3.4834252450849306,3.6575718430775197,0.021191165868957754,"[4.125475361462886, 3.1820670901242374, 0]","[7.0155314395789405, 2.10051666752188, 0]","[6.9402116000655285, 5.234263802233498, 0]"
2.395954402069479,2.4197446237233446,3.0249203043323565,7.857811843077521,0.02046277993973448,"[5.614040772837704, 5.370853082945914, 0]","[5.1094310335421484, 7.737397621940712, 0]","[3.218093457631146, 5.376680565301088, 0]"
2.325591545824379,2.66602299779003,3.0460471890405776,7.433231843077518,0.020545386381499862,"[4.740962642380752, 2.4440990183122975, 0]","[2.219076639368157, 3.3088357485108566, 0]","[3.521605389198169, 5.235437651830816, 0]"
